season,round,session,driver_slug,lap,stint,lap_time,sector1,sector2,sector3,compound,tyre_life,fresh_tyre,speed_trap,is_personal_best,deleted,is_accurate
2018,1,fp1,vandoorne,1,1,,50.217,26.276,,ULTRASOFT,1,1,199.0,0,0,0
2018,1,fp1,vandoorne,2,2,,38.376,24.973,,ULTRASOFT,2,0,194.0,0,0,0
2018,1,fp1,vandoorne,3,3,104.092,40.062,25.482,38.548,SOFT,1,1,202.0,0,0,0
2018,1,fp1,vandoorne,4,3,89.558,29.362,24.068,36.128,SOFT,2,1,292.0,1,0,1
2018,1,fp1,vandoorne,5,3,,29.632,24.11,,SOFT,3,1,293.0,0,0,0
2018,1,fp1,vandoorne,6,4,120.978,57.109,25.451,38.418,SOFT,4,0,204.0,0,0,0
2018,1,fp1,vandoorne,7,4,87.797,29.067,23.839,34.891,SOFT,5,0,292.0,1,0,1
2018,1,fp1,vandoorne,8,4,95.9,29.041,23.842,43.017,SOFT,6,0,295.0,0,0,1
2018,1,fp1,vandoorne,9,4,86.541,28.611,23.629,34.301,SOFT,7,0,302.0,1,0,1
2018,1,fp1,vandoorne,10,4,96.092,32.462,26.316,37.314,SOFT,8,0,279.0,0,0,1
2018,1,fp1,vandoorne,11,4,98.273,31.923,25.347,41.003,SOFT,9,0,306.0,0,0,1
2018,1,fp1,vandoorne,12,4,86.482,28.723,23.47,34.289,SOFT,10,0,303.0,1,0,1
2018,1,fp1,vandoorne,13,4,88.045,28.801,24.268,34.976,SOFT,11,0,302.0,0,0,1
2018,1,fp1,vandoorne,14,4,148.469,35.572,28.287,84.61,SOFT,12,0,281.0,0,0,1
2018,1,fp1,vandoorne,15,4,,34.489,26.712,,SOFT,13,0,242.0,0,0,0
2018,1,fp1,ricciardo,1,1,,59.606,28.389,,ULTRASOFT,1,1,194.0,0,0,0
2018,1,fp1,ricciardo,2,2,103.443,40.056,25.007,38.38,ULTRASOFT,2,0,192.0,0,0,0
2018,1,fp1,ricciardo,3,2,87.608,28.934,23.395,35.279,ULTRASOFT,3,0,298.0,1,0,0
2018,1,fp1,ricciardo,4,2,108.849,38.062,29.677,41.11,ULTRASOFT,4,0,280.0,0,0,0
2018,1,fp1,ricciardo,5,2,86.299,28.735,23.257,34.307,ULTRASOFT,5,0,299.0,1,0,0
2018,1,fp1,ricciardo,6,2,109.175,36.307,30.111,42.757,ULTRASOFT,6,0,262.0,0,0,0
2018,1,fp1,ricciardo,7,2,85.462,28.37,23.073,34.019,ULTRASOFT,7,0,304.0,1,0,1
2018,1,fp1,ricciardo,8,2,111.096,37.94,30.386,42.77,ULTRASOFT,8,0,225.0,0,0,1
2018,1,fp1,ricciardo,9,2,85.063,28.235,23.122,33.706,ULTRASOFT,9,0,302.0,1,0,1
2018,1,fp1,ricciardo,10,2,,33.492,25.522,,ULTRASOFT,10,0,259.0,0,0,0
2018,1,fp1,ricciardo,11,3,105.258,41.25,26.367,37.641,SUPERSOFT,1,1,207.0,0,0,0
2018,1,fp1,ricciardo,12,3,85.13,28.203,23.041,33.886,SUPERSOFT,2,1,302.0,0,0,1
2018,1,fp1,ricciardo,13,3,112.826,38.31,31.571,42.945,SUPERSOFT,3,1,265.0,0,0,1
2018,1,fp1,ricciardo,14,3,112.838,28.366,23.302,61.17,SUPERSOFT,4,1,299.0,0,0,0
2018,1,fp1,ricciardo,15,4,111.489,46.205,26.638,38.646,SUPERSOFT,5,0,189.0,0,0,0
2018,1,fp1,ricciardo,16,4,85.565,28.279,23.255,34.031,SUPERSOFT,6,0,304.0,0,0,1
2018,1,fp1,ricciardo,17,4,115.108,39.833,30.749,44.526,SUPERSOFT,7,0,300.0,0,0,1
2018,1,fp1,ricciardo,18,4,,28.368,23.273,,SUPERSOFT,8,0,303.0,0,0,0
2018,1,fp1,ricciardo,19,5,118.271,55.691,25.198,37.382,SUPERSOFT,9,0,196.0,0,0,0
2018,1,fp1,ricciardo,20,5,89.347,29.483,23.929,35.935,SUPERSOFT,10,0,282.0,0,0,1
2018,1,fp1,ricciardo,21,5,89.496,29.821,24.051,35.624,SUPERSOFT,11,0,283.0,0,0,1
2018,1,fp1,ricciardo,22,5,89.061,29.533,23.893,35.635,SUPERSOFT,12,0,281.0,0,0,1
2018,1,fp1,ricciardo,23,5,89.042,29.525,23.991,35.526,SUPERSOFT,13,0,280.0,0,0,1
2018,1,fp1,ricciardo,24,5,125.78,29.831,24.053,71.896,SUPERSOFT,14,0,277.0,0,0,1
2018,1,fp1,ricciardo,25,5,,38.339,26.551,,SUPERSOFT,15,0,191.0,0,0,0
2018,1,fp1,vettel,1,1,,42.499,27.149,,SOFT,1,1,188.0,0,0,0
2018,1,fp1,vettel,2,2,104.808,39.591,25.731,39.486,SOFT,2,0,205.0,0,0,0
2018,1,fp1,vettel,3,2,90.108,30.324,23.836,35.948,SOFT,3,0,289.0,1,0,0
2018,1,fp1,vettel,4,2,87.657,29.12,23.684,34.853,SOFT,4,0,300.0,1,0,0
2018,1,fp1,vettel,5,2,92.251,29.146,23.7,39.405,SOFT,5,0,304.0,0,0,0
2018,1,fp1,vettel,6,2,86.785,28.877,23.504,34.404,SOFT,6,0,304.0,1,0,0
2018,1,fp1,vettel,7,2,92.451,30.467,24.947,37.037,SOFT,7,0,308.0,0,0,1
2018,1,fp1,vettel,8,2,85.911,28.6,23.258,34.053,SOFT,8,0,313.0,1,0,1
2018,1,fp1,vettel,9,2,110.804,31.176,24.114,55.514,SOFT,9,0,278.0,0,0,0
2018,1,fp1,vettel,10,3,,69.524,29.419,,SOFT,10,0,208.0,0,0,0
2018,1,fp1,vettel,11,4,104.958,38.244,25.451,41.263,SUPERSOFT,1,1,213.0,0,0,0
2018,1,fp1,vettel,12,4,91.504,28.381,23.083,40.04,SUPERSOFT,2,1,305.0,0,0,1
2018,1,fp1,vettel,13,4,96.0,31.487,24.313,40.2,SUPERSOFT,3,1,270.0,0,0,1
2018,1,fp1,vettel,14,4,91.754,28.364,25.139,38.251,SUPERSOFT,4,1,313.0,0,0,1
2018,1,fp1,vettel,15,4,85.34,28.228,23.224,33.888,SUPERSOFT,5,1,310.0,1,0,1
2018,1,fp1,vettel,16,4,99.747,33.104,27.379,39.264,SUPERSOFT,6,1,281.0,0,0,1
2018,1,fp1,vettel,17,4,84.995,28.172,23.001,33.822,SUPERSOFT,7,1,311.0,1,0,1
2018,1,fp1,vettel,18,4,,32.305,26.53,,SUPERSOFT,8,1,235.0,0,0,0
2018,1,fp1,vettel,19,5,100.004,38.626,24.976,36.402,SUPERSOFT,9,0,213.0,0,0,0
2018,1,fp1,vettel,20,5,89.014,29.572,23.878,35.564,SUPERSOFT,10,0,285.0,0,0,1
2018,1,fp1,vettel,21,5,,30.538,29.937,92.425,SUPERSOFT,11,0,285.0,0,0,0
2018,1,fp1,vettel,22,5,,40.066,32.133,,SUPERSOFT,12,0,198.0,0,0,0
2018,1,fp1,raikkonen,1,1,,41.851,27.091,,SOFT,1,1,202.0,0,0,0
2018,1,fp1,raikkonen,2,2,105.081,38.835,25.671,40.575,SOFT,2,0,211.0,0,0,0
2018,1,fp1,raikkonen,3,2,86.989,29.013,23.491,34.485,SOFT,3,0,303.0,1,0,0
2018,1,fp1,raikkonen,4,2,93.167,29.18,25.665,38.322,SOFT,4,0,303.0,0,0,0
2018,1,fp1,raikkonen,5,2,92.296,30.201,25.699,36.396,SOFT,5,0,305.0,0,0,0
2018,1,fp1,raikkonen,6,2,95.605,28.644,26.068,40.893,SOFT,6,0,307.0,0,0,1
2018,1,fp1,raikkonen,7,2,85.842,28.249,23.255,34.338,SOFT,7,0,311.0,1,0,1
2018,1,fp1,raikkonen,8,2,107.889,31.787,24.882,51.22,SOFT,8,0,270.0,0,0,0
2018,1,fp1,raikkonen,9,3,,67.579,29.258,,SOFT,9,0,217.0,0,0,0
2018,1,fp1,raikkonen,10,4,102.187,37.905,25.372,38.91,SOFT,1,1,218.0,0,0,0
2018,1,fp1,raikkonen,11,4,85.488,28.248,23.21,34.03,SOFT,2,1,303.0,1,0,1
2018,1,fp1,raikkonen,12,4,105.409,34.431,28.626,42.352,SOFT,3,1,235.0,0,0,1
2018,1,fp1,raikkonen,13,4,85.734,28.334,23.361,34.039,SOFT,4,1,307.0,0,0,1
2018,1,fp1,raikkonen,14,4,102.661,34.91,23.985,43.766,SOFT,5,1,307.0,0,0,1
2018,1,fp1,raikkonen,15,4,95.615,28.336,24.839,42.44,SOFT,6,1,309.0,0,0,1
2018,1,fp1,raikkonen,16,4,96.818,31.078,26.525,39.215,SOFT,7,1,312.0,0,0,1
2018,1,fp1,raikkonen,17,4,84.875,28.118,23.053,33.704,SOFT,8,1,311.0,1,0,1
2018,1,fp1,raikkonen,18,4,,31.266,26.654,,SOFT,9,1,247.0,0,0,0
2018,1,fp1,raikkonen,19,5,99.732,37.901,25.004,36.827,SOFT,10,0,213.0,0,0,0
2018,1,fp1,raikkonen,20,5,89.193,29.342,24.058,35.793,SOFT,11,0,302.0,0,0,1
2018,1,fp1,raikkonen,21,5,88.68,29.384,23.941,35.355,SOFT,12,0,302.0,0,0,1
2018,1,fp1,raikkonen,22,5,,33.936,29.945,95.897,SOFT,13,0,302.0,0,0,0
2018,1,fp1,raikkonen,23,5,,33.27,24.057,,SOFT,14,0,241.0,0,0,0
2018,1,fp1,grosjean,1,1,,45.356,26.783,,SUPERSOFT,1,1,178.0,0,0,0
2018,1,fp1,grosjean,2,2,113.516,51.476,25.159,36.881,SUPERSOFT,2,0,211.0,0,0,0
2018,1,fp1,grosjean,3,2,92.274,29.7,24.042,38.532,SUPERSOFT,3,0,301.0,1,0,1
2018,1,fp1,grosjean,4,2,88.03,29.102,23.643,35.285,SUPERSOFT,4,0,301.0,1,0,1
2018,1,fp1,grosjean,5,2,98.689,30.178,24.359,44.152,SUPERSOFT,5,0,297.0,0,0,1
2018,1,fp1,grosjean,6,2,87.867,28.835,23.897,35.135,SUPERSOFT,6,0,301.0,1,0,1
2018,1,fp1,grosjean,7,2,87.799,29.036,23.754,35.009,SUPERSOFT,7,0,302.0,1,0,1
2018,1,fp1,grosjean,8,2,89.749,28.727,23.739,37.283,SUPERSOFT,8,0,303.0,0,0,1
2018,1,fp1,grosjean,9,2,,34.389,26.803,,SUPERSOFT,9,0,263.0,0,0,0
2018,1,fp1,grosjean,10,3,115.694,44.626,24.931,46.137,ULTRASOFT,1,1,210.0,0,0,0
2018,1,fp1,grosjean,11,3,86.458,28.55,23.523,34.385,ULTRASOFT,2,1,305.0,1,0,1
2018,1,fp1,grosjean,12,3,100.471,31.984,25.482,43.005,ULTRASOFT,3,1,277.0,0,0,1
2018,1,fp1,grosjean,13,3,89.434,28.662,23.707,37.065,ULTRASOFT,4,1,302.0,0,0,1
2018,1,fp1,grosjean,14,3,85.73,28.375,23.228,34.127,ULTRASOFT,5,1,300.0,1,0,1
2018,1,fp1,grosjean,15,3,102.869,33.867,26.599,42.403,ULTRASOFT,6,1,266.0,0,0,1
2018,1,fp1,grosjean,16,3,85.811,28.202,23.162,34.447,ULTRASOFT,7,1,309.0,0,0,1
2018,1,fp1,grosjean,17,3,,34.996,26.28,,ULTRASOFT,8,1,268.0,0,0,0
2018,1,fp1,grosjean,18,4,111.401,45.581,25.242,40.578,ULTRASOFT,9,0,208.0,0,0,0
2018,1,fp1,grosjean,19,4,90.18,29.67,24.153,36.357,ULTRASOFT,10,0,305.0,0,0,1
2018,1,fp1,grosjean,20,4,89.998,29.614,24.374,36.01,ULTRASOFT,11,0,305.0,0,0,1
2018,1,fp1,grosjean,21,4,89.848,29.49,24.365,35.993,ULTRASOFT,12,0,304.0,0,0,1
2018,1,fp1,grosjean,22,4,92.526,29.531,26.201,36.794,ULTRASOFT,13,0,308.0,0,0,1
2018,1,fp1,grosjean,23,4,,37.34,33.685,93.871,ULTRASOFT,14,0,248.0,0,0,0
2018,1,fp1,grosjean,24,4,,42.69,32.377,,ULTRASOFT,15,0,168.0,0,0,0
2018,1,fp1,ericsson,1,1,144.023,48.32,29.131,66.572,SUPERSOFT,1,1,160.0,0,0,0
2018,1,fp1,ericsson,2,2,,65.25,27.403,,SUPERSOFT,1,0,169.0,0,0,0
2018,1,fp1,ericsson,3,3,128.766,57.872,25.399,45.495,SUPERSOFT,3,0,159.0,0,0,0
2018,1,fp1,ericsson,4,3,92.015,30.787,24.714,36.514,SUPERSOFT,4,0,277.0,1,0,1
2018,1,fp1,ericsson,5,3,96.016,29.933,23.964,42.119,SUPERSOFT,5,0,284.0,0,0,1
2018,1,fp1,ericsson,6,3,96.492,29.507,23.951,43.034,SUPERSOFT,6,0,301.0,0,0,1
2018,1,fp1,ericsson,7,3,89.097,29.353,24.112,35.632,SUPERSOFT,7,0,297.0,1,0,1
2018,1,fp1,ericsson,8,3,89.118,29.389,23.932,35.797,SUPERSOFT,8,0,296.0,0,0,1
2018,1,fp1,ericsson,9,3,89.346,29.368,24.149,35.829,SUPERSOFT,9,0,292.0,0,0,1
2018,1,fp1,ericsson,10,3,,34.953,25.712,,SUPERSOFT,10,0,263.0,0,0,0
2018,1,fp1,ericsson,11,4,115.025,50.721,25.557,38.747,ULTRASOFT,1,1,195.0,0,0,0
2018,1,fp1,ericsson,12,4,88.437,29.178,23.846,35.413,ULTRASOFT,2,1,300.0,1,0,1
2018,1,fp1,ericsson,13,4,114.288,35.404,31.187,47.697,ULTRASOFT,3,1,232.0,0,0,1
2018,1,fp1,ericsson,14,4,88.332,29.208,23.8,35.324,ULTRASOFT,4,1,297.0,1,0,1
2018,1,fp1,ericsson,15,4,88.297,29.143,23.76,35.394,ULTRASOFT,5,1,301.0,1,0,1
2018,1,fp1,ericsson,16,4,88.05,29.029,23.821,35.2,ULTRASOFT,6,1,298.0,1,0,1
2018,1,fp1,ericsson,17,4,112.785,33.469,30.63,48.686,ULTRASOFT,7,1,273.0,0,0,1
2018,1,fp1,ericsson,18,4,87.964,28.906,23.858,35.2,ULTRASOFT,8,1,303.0,1,0,1
2018,1,fp1,ericsson,19,4,,37.004,28.96,,ULTRASOFT,9,1,252.0,0,0,0
2018,1,fp1,ericsson,20,5,116.717,54.132,25.037,37.548,ULTRASOFT,10,0,170.0,0,0,0
2018,1,fp1,ericsson,21,5,88.518,29.112,24.019,35.387,ULTRASOFT,11,0,298.0,0,0,1
2018,1,fp1,ericsson,22,5,88.9,29.395,24.045,35.46,ULTRASOFT,12,0,302.0,0,0,1
2018,1,fp1,ericsson,23,5,89.123,29.439,24.092,35.592,ULTRASOFT,13,0,304.0,0,0,1
2018,1,fp1,ericsson,24,5,89.632,29.709,24.433,35.49,ULTRASOFT,14,0,304.0,0,0,1
2018,1,fp1,ericsson,25,5,88.979,29.511,23.988,35.48,ULTRASOFT,15,0,302.0,0,0,1
2018,1,fp1,ericsson,26,5,88.913,29.263,24.135,35.515,ULTRASOFT,16,0,300.0,0,0,1
2018,1,fp1,ericsson,27,5,,36.513,29.127,85.501,ULTRASOFT,17,0,191.0,0,0,0
2018,1,fp1,ericsson,28,5,,40.181,27.849,,ULTRASOFT,18,0,158.0,0,0,0
2018,1,fp1,gasly,1,,122.753,46.335,28.316,48.102,,,1,184.0,0,0,0
2018,1,fp1,gasly,2,1,,33.255,25.15,,SUPERSOFT,1,1,251.0,0,0,0
2018,1,fp1,gasly,3,2,125.024,56.553,27.743,40.728,SUPERSOFT,3,0,210.0,0,0,0
2018,1,fp1,gasly,4,2,89.187,29.835,23.898,35.454,SUPERSOFT,4,0,293.0,1,0,0
2018,1,fp1,gasly,5,2,88.247,29.235,23.615,35.397,SUPERSOFT,5,0,292.0,1,0,1
2018,1,fp1,gasly,6,2,107.398,37.791,28.782,40.825,SUPERSOFT,6,0,264.0,0,0,1
2018,1,fp1,gasly,7,2,88.063,29.163,23.694,35.206,SUPERSOFT,7,0,294.0,1,0,1
2018,1,fp1,gasly,8,2,116.606,35.505,25.64,55.461,SUPERSOFT,8,0,292.0,0,0,0
2018,1,fp1,gasly,9,3,,38.041,24.878,,SUPERSOFT,9,0,223.0,0,0,0
2018,1,fp1,gasly,10,4,121.174,50.521,28.882,41.771,SUPERSOFT,1,1,208.0,0,0,0
2018,1,fp1,gasly,11,4,87.34,28.908,23.462,34.97,SUPERSOFT,2,1,305.0,1,0,1
2018,1,fp1,gasly,12,4,109.584,38.517,29.072,41.995,SUPERSOFT,3,1,243.0,0,0,1
2018,1,fp1,gasly,13,4,86.494,28.639,23.343,34.512,SUPERSOFT,4,1,304.0,1,0,1
2018,1,fp1,gasly,14,4,104.407,37.528,26.843,40.036,SUPERSOFT,5,1,273.0,0,0,1
2018,1,fp1,gasly,15,4,88.421,29.088,23.791,35.542,SUPERSOFT,6,1,294.0,0,0,1
2018,1,fp1,gasly,16,4,,35.048,31.928,,SUPERSOFT,7,1,306.0,0,0,0
2018,1,fp1,gasly,17,5,115.655,52.557,25.503,37.595,SUPERSOFT,8,0,200.0,0,0,0
2018,1,fp1,gasly,18,5,91.814,30.427,24.464,36.923,SUPERSOFT,9,0,281.0,0,0,1
2018,1,fp1,gasly,19,5,90.688,30.027,24.438,36.223,SUPERSOFT,10,0,287.0,0,0,1
2018,1,fp1,gasly,20,5,91.239,30.209,24.561,36.469,SUPERSOFT,11,0,284.0,0,0,1
2018,1,fp1,gasly,21,5,90.868,30.257,24.351,36.26,SUPERSOFT,12,0,283.0,0,0,1
2018,1,fp1,gasly,22,5,92.046,30.956,24.526,36.564,SUPERSOFT,13,0,283.0,0,0,1
2018,1,fp1,gasly,23,5,91.201,30.242,24.467,36.492,SUPERSOFT,14,0,284.0,0,0,1
2018,1,fp1,gasly,24,5,132.577,30.598,24.432,77.547,SUPERSOFT,15,0,279.0,0,0,1
2018,1,fp1,gasly,25,5,,40.027,28.385,,SUPERSOFT,16,0,233.0,0,0,0
2018,1,fp1,perez,1,1,111.346,43.9,27.546,39.9,ULTRASOFT,1,1,191.0,0,0,0
2018,1,fp1,perez,2,1,,35.302,26.266,,ULTRASOFT,2,1,212.0,0,0,0
2018,1,fp1,perez,3,2,106.307,39.958,24.846,41.503,ULTRASOFT,3,0,218.0,0,0,0
2018,1,fp1,perez,4,2,88.997,29.904,23.803,35.29,ULTRASOFT,4,0,297.0,1,0,0
2018,1,fp1,perez,5,2,102.439,32.315,28.294,41.83,ULTRASOFT,5,0,263.0,0,0,1
2018,1,fp1,perez,6,2,87.245,29.107,23.564,34.574,ULTRASOFT,6,0,311.0,1,0,1
2018,1,fp1,perez,7,2,105.604,34.573,29.384,41.647,ULTRASOFT,7,0,246.0,0,0,1
2018,1,fp1,perez,8,2,99.252,34.043,25.778,39.431,ULTRASOFT,8,0,310.0,0,0,1
2018,1,fp1,perez,9,2,86.841,28.73,23.545,34.566,ULTRASOFT,9,0,311.0,1,0,1
2018,1,fp1,perez,10,2,89.082,29.056,24.338,35.688,ULTRASOFT,10,0,316.0,0,0,1
2018,1,fp1,perez,11,2,,34.708,25.504,,ULTRASOFT,11,0,261.0,0,0,0
2018,1,fp1,perez,12,3,106.582,37.053,26.028,43.501,SUPERSOFT,1,1,221.0,0,0,0
2018,1,fp1,perez,13,3,87.6,28.561,23.741,35.298,SUPERSOFT,2,1,313.0,0,0,1
2018,1,fp1,perez,14,3,104.911,34.737,26.959,43.215,SUPERSOFT,3,1,231.0,0,0,1
2018,1,fp1,perez,15,3,87.499,28.958,23.546,34.995,SUPERSOFT,4,1,312.0,0,0,1
2018,1,fp1,perez,16,3,100.877,33.402,27.966,39.509,SUPERSOFT,5,1,236.0,0,0,1
2018,1,fp1,perez,17,3,86.767,28.731,23.505,34.531,SUPERSOFT,6,1,313.0,1,0,1
2018,1,fp1,perez,18,3,,37.774,31.918,,SUPERSOFT,7,1,265.0,0,0,0
2018,1,fp1,perez,19,4,102.021,38.213,24.851,38.957,SUPERSOFT,8,0,221.0,0,0,0
2018,1,fp1,perez,20,4,90.028,29.973,24.225,35.83,SUPERSOFT,9,0,292.0,0,0,1
2018,1,fp1,perez,21,4,90.33,29.693,24.537,36.1,SUPERSOFT,10,0,293.0,0,0,1
2018,1,fp1,perez,22,4,90.372,29.979,24.334,36.059,SUPERSOFT,11,0,296.0,0,0,1
2018,1,fp1,perez,23,4,90.169,29.858,24.379,35.932,SUPERSOFT,12,0,294.0,0,0,1
2018,1,fp1,perez,24,4,90.171,29.908,24.217,36.046,SUPERSOFT,13,0,294.0,0,0,1
2018,1,fp1,perez,25,4,,35.89,26.096,93.827,SUPERSOFT,14,0,223.0,0,0,0
2018,1,fp1,perez,26,4,,34.126,24.97,,SUPERSOFT,15,0,240.0,0,0,0
2018,1,fp1,alonso,1,1,,40.635,26.32,,ULTRASOFT,1,1,179.0,0,0,0
2018,1,fp1,alonso,2,2,,40.345,25.378,,ULTRASOFT,2,0,202.0,0,0,0
2018,1,fp1,alonso,3,3,102.545,40.974,24.867,36.704,SUPERSOFT,1,1,153.0,0,0,0
2018,1,fp1,alonso,4,3,86.638,28.853,23.466,34.319,SUPERSOFT,2,1,294.0,1,0,1
2018,1,fp1,alonso,5,3,88.034,29.026,23.789,35.219,SUPERSOFT,3,1,292.0,0,0,1
2018,1,fp1,alonso,6,3,96.359,30.752,25.797,39.81,SUPERSOFT,4,1,289.0,0,0,1
2018,1,fp1,alonso,7,3,86.285,28.727,23.546,34.012,SUPERSOFT,5,1,297.0,1,0,1
2018,1,fp1,alonso,8,3,100.535,33.956,27.642,38.937,SUPERSOFT,6,1,274.0,0,0,1
2018,1,fp1,alonso,9,3,85.896,28.485,23.312,34.099,SUPERSOFT,7,1,298.0,1,0,1
2018,1,fp1,alonso,10,3,,34.137,27.482,,SUPERSOFT,8,1,257.0,0,0,0
2018,1,fp1,alonso,11,4,115.334,53.772,25.266,36.296,SUPERSOFT,9,0,214.0,0,0,0
2018,1,fp1,alonso,12,4,87.618,28.877,23.701,35.04,SUPERSOFT,10,0,300.0,0,0,1
2018,1,fp1,alonso,13,4,91.69,29.76,24.116,37.814,SUPERSOFT,11,0,299.0,0,0,1
2018,1,fp1,alonso,14,4,87.055,28.586,23.415,35.054,SUPERSOFT,12,0,298.0,0,0,1
2018,1,fp1,alonso,15,4,,31.847,30.089,92.549,SUPERSOFT,13,0,226.0,0,0,0
2018,1,fp1,alonso,16,4,,32.276,24.302,,SUPERSOFT,14,0,250.0,0,0,0
2018,1,fp1,leclerc,1,1,140.255,46.393,30.774,63.088,SUPERSOFT,1,1,184.0,0,0,0
2018,1,fp1,leclerc,2,2,,62.986,29.812,,SUPERSOFT,1,0,191.0,0,0,0
2018,1,fp1,leclerc,3,3,127.977,59.534,27.412,41.031,SUPERSOFT,3,0,195.0,0,0,0
2018,1,fp1,leclerc,4,3,95.396,32.05,25.104,38.242,SUPERSOFT,4,0,267.0,1,0,1
2018,1,fp1,leclerc,5,3,93.576,30.634,24.641,38.301,SUPERSOFT,5,0,289.0,1,0,1
2018,1,fp1,leclerc,6,3,93.668,30.331,24.594,38.743,SUPERSOFT,6,0,295.0,0,0,1
2018,1,fp1,leclerc,7,3,91.34,30.617,24.408,36.315,SUPERSOFT,7,0,298.0,1,0,1
2018,1,fp1,leclerc,8,3,91.113,30.497,24.359,36.257,SUPERSOFT,8,0,280.0,1,0,1
2018,1,fp1,leclerc,9,3,92.363,30.009,25.509,36.845,SUPERSOFT,9,0,297.0,0,0,1
2018,1,fp1,leclerc,10,3,,34.22,25.537,,SUPERSOFT,10,0,296.0,0,0,0
2018,1,fp1,leclerc,11,4,120.246,55.839,25.646,38.761,ULTRASOFT,1,1,213.0,0,0,0
2018,1,fp1,leclerc,12,4,89.202,29.626,23.93,35.646,ULTRASOFT,2,1,291.0,1,0,1
2018,1,fp1,leclerc,13,4,99.955,34.192,26.472,39.291,ULTRASOFT,3,1,250.0,0,0,1
2018,1,fp1,leclerc,14,4,89.195,29.657,24.013,35.525,ULTRASOFT,4,1,298.0,1,0,1
2018,1,fp1,leclerc,15,4,89.226,29.589,23.909,35.728,ULTRASOFT,5,1,296.0,0,0,1
2018,1,fp1,leclerc,16,4,89.313,29.297,24.042,35.974,ULTRASOFT,6,1,293.0,0,0,1
2018,1,fp1,leclerc,17,4,93.316,29.657,26.242,37.417,ULTRASOFT,7,1,294.0,0,0,1
2018,1,fp1,leclerc,18,4,89.536,29.45,24.139,35.947,ULTRASOFT,8,1,304.0,0,0,1
2018,1,fp1,leclerc,19,4,90.498,30.103,24.404,35.991,ULTRASOFT,9,1,295.0,0,0,1
2018,1,fp1,leclerc,20,4,,34.377,25.038,,ULTRASOFT,10,1,265.0,0,0,0
2018,1,fp1,leclerc,21,5,115.879,51.965,26.046,37.868,ULTRASOFT,11,0,212.0,0,0,0
2018,1,fp1,leclerc,22,5,89.197,29.523,24.097,35.577,ULTRASOFT,12,0,297.0,0,0,1
2018,1,fp1,leclerc,23,5,88.853,29.384,24.05,35.419,ULTRASOFT,13,0,304.0,1,0,1
2018,1,fp1,leclerc,24,5,91.539,29.922,24.433,37.184,ULTRASOFT,14,0,299.0,0,0,1
2018,1,fp1,leclerc,25,5,99.774,35.876,26.448,37.45,ULTRASOFT,15,0,266.0,0,0,1
2018,1,fp1,leclerc,26,5,89.062,29.398,24.006,35.658,ULTRASOFT,16,0,299.0,0,0,1
2018,1,fp1,leclerc,27,5,141.151,35.909,27.03,78.212,ULTRASOFT,17,0,249.0,0,0,1
2018,1,fp1,leclerc,28,5,,37.228,30.29,,ULTRASOFT,18,0,228.0,0,0,0
2018,1,fp1,stroll,1,1,,43.985,28.632,,SOFT,1,1,194.0,0,0,0
2018,1,fp1,stroll,2,2,105.266,38.986,25.689,40.591,ULTRASOFT,1,1,210.0,0,0,0
2018,1,fp1,stroll,3,2,89.403,29.905,23.926,35.572,ULTRASOFT,2,1,297.0,1,0,0
2018,1,fp1,stroll,4,2,88.246,29.242,23.841,35.163,ULTRASOFT,3,1,299.0,1,0,0
2018,1,fp1,stroll,5,2,87.726,29.056,23.749,34.921,ULTRASOFT,4,1,302.0,1,0,0
2018,1,fp1,stroll,6,2,102.985,32.835,29.531,40.619,ULTRASOFT,5,1,283.0,0,0,0
2018,1,fp1,stroll,7,2,101.734,29.029,25.815,46.89,ULTRASOFT,6,1,300.0,0,0,0
2018,1,fp1,stroll,8,2,86.882,28.702,23.552,34.628,ULTRASOFT,7,1,304.0,1,0,1
2018,1,fp1,stroll,9,2,109.712,35.148,28.146,46.418,ULTRASOFT,8,1,231.0,0,0,1
2018,1,fp1,stroll,10,2,115.632,28.571,24.114,62.947,ULTRASOFT,9,1,303.0,0,0,0
2018,1,fp1,stroll,11,3,,55.006,28.225,,ULTRASOFT,10,0,168.0,0,0,0
2018,1,fp1,stroll,12,4,101.531,38.461,25.365,37.705,ULTRASOFT,1,1,209.0,0,0,0
2018,1,fp1,stroll,13,4,86.636,28.452,23.62,34.564,ULTRASOFT,2,1,302.0,1,0,1
2018,1,fp1,stroll,14,4,99.785,29.898,27.191,42.696,ULTRASOFT,3,1,304.0,0,0,1
2018,1,fp1,stroll,15,4,86.654,28.645,23.505,34.504,ULTRASOFT,4,1,302.0,0,0,1
2018,1,fp1,stroll,16,4,113.561,36.46,27.96,49.141,ULTRASOFT,5,1,228.0,0,0,1
2018,1,fp1,stroll,17,4,94.125,28.456,23.586,42.083,ULTRASOFT,6,1,302.0,0,0,1
2018,1,fp1,stroll,18,4,109.593,34.767,25.98,48.846,ULTRASOFT,7,1,236.0,0,0,1
2018,1,fp1,stroll,19,4,104.588,31.4,29.36,43.828,ULTRASOFT,8,1,303.0,0,0,1
2018,1,fp1,stroll,20,4,97.493,28.374,24.857,44.262,ULTRASOFT,9,1,304.0,0,0,1
2018,1,fp1,stroll,21,4,,28.497,23.74,,ULTRASOFT,10,1,307.0,0,0,0
