season,round,session,driver_slug,lap,stint,lap_time,sector1,sector2,sector3,compound,tyre_life,fresh_tyre,speed_trap,is_personal_best,deleted,is_accurate
2019,6,fp1,bottas,9,1,78.756,19.392,34.349,25.015,SOFT,9,1,280.0,0,0,1
2019,6,fp1,bottas,10,1,96.531,20.958,45.587,29.986,SOFT,10,1,224.0,0,0,1
2019,6,fp1,bottas,11,1,82.145,19.646,37.665,24.834,SOFT,11,1,277.0,0,0,1
2019,6,fp1,bottas,12,1,84.489,19.323,35.166,30.0,SOFT,12,1,278.0,0,0,1
2019,6,fp1,bottas,13,1,96.067,28.149,40.215,27.703,SOFT,13,1,256.0,0,0,1
2019,6,fp1,bottas,14,1,106.391,21.571,41.466,43.354,SOFT,14,1,264.0,0,0,0
2019,6,fp1,bottas,15,2,,23.948,39.183,,SOFT,15,0,260.0,0,0,0
2019,6,fp1,bottas,16,3,87.751,26.045,39.441,22.265,SOFT,1,1,265.0,0,0,0
2019,6,fp1,bottas,17,3,80.225,21.275,37.725,21.225,SOFT,2,1,272.0,0,0,1
2019,6,fp1,bottas,18,3,72.818,19.235,34.114,19.469,SOFT,3,1,276.0,1,0,1
2019,6,fp1,bottas,19,3,86.279,22.527,40.232,23.52,SOFT,4,1,252.0,0,0,1
2019,6,fp1,bottas,20,3,72.248,19.101,33.889,19.258,SOFT,5,1,275.0,1,0,1
2019,6,fp1,bottas,21,3,97.974,22.376,44.689,30.909,SOFT,6,1,257.0,0,0,1
2019,6,fp1,bottas,22,3,79.672,20.163,37.632,21.877,SOFT,7,1,263.0,0,0,1
2019,6,fp1,bottas,23,3,72.461,19.091,33.995,19.375,SOFT,8,1,276.0,0,0,1
2019,6,fp1,bottas,24,3,72.98,18.86,34.143,19.977,SOFT,9,1,278.0,0,0,1
2019,6,fp1,bottas,25,3,89.315,23.863,44.193,21.259,SOFT,10,1,266.0,0,0,1
2019,6,fp1,bottas,26,3,72.335,18.908,34.075,19.352,SOFT,11,1,279.0,0,0,1
2019,6,fp1,bottas,27,3,83.509,22.532,38.828,22.149,SOFT,12,1,261.0,0,0,1
2019,6,fp1,bottas,28,3,72.178,18.964,34.011,19.203,SOFT,13,1,277.0,1,0,1
2019,6,fp1,bottas,29,3,111.741,22.644,40.292,48.805,SOFT,14,1,263.0,0,0,0
2019,6,fp1,bottas,30,4,,27.113,40.943,,SOFT,15,0,237.0,0,0,0
2019,6,fp1,bottas,31,4,92.687,26.85,42.378,23.459,SOFT,16,0,256.0,0,0,0
2019,6,fp1,bottas,32,5,76.541,20.384,35.66,20.497,SOFT,16,0,274.0,0,0,1
2019,6,fp1,bottas,33,5,75.163,19.906,35.1,20.157,SOFT,17,0,274.0,0,0,1
2019,6,fp1,bottas,34,5,74.966,19.724,35.265,19.977,SOFT,18,0,272.0,0,0,1
2019,6,fp1,bottas,35,5,74.629,19.69,34.964,19.975,SOFT,19,0,272.0,0,0,1
2019,6,fp1,bottas,36,5,76.276,19.75,36.404,20.122,SOFT,20,0,273.0,0,0,1
2019,6,fp1,bottas,37,5,74.618,19.56,35.109,19.949,SOFT,21,0,275.0,0,0,1
2019,6,fp1,bottas,38,5,81.193,19.686,38.382,23.125,SOFT,22,0,275.0,0,0,1
2019,6,fp1,bottas,39,5,,21.971,42.316,,SOFT,23,0,220.0,0,0,0
2019,6,fp1,bottas,40,6,125.905,30.485,41.285,54.135,SOFT,25,0,250.0,0,0,0
2019,6,fp1,bottas,41,7,109.681,25.099,47.458,37.124,SOFT,26,0,193.0,0,0,0
2019,6,fp1,bottas,42,7,135.42,25.9,42.101,67.419,SOFT,27,0,245.0,0,0,1
2019,6,fp1,bottas,43,7,,24.846,48.452,,SOFT,28,0,185.0,0,0,0
2019,6,fp1,kubica,1,1,98.721,31.244,43.237,24.24,SOFT,1,1,253.0,0,0,0
2019,6,fp1,kubica,2,1,82.956,22.796,38.354,21.806,SOFT,2,1,266.0,1,0,1
2019,6,fp1,kubica,3,1,88.093,23.234,38.921,25.938,SOFT,3,1,274.0,0,0,1
2019,6,fp1,kubica,4,1,79.093,21.236,36.76,21.097,SOFT,4,1,275.0,1,0,1
2019,6,fp1,kubica,5,1,77.792,20.675,36.278,20.839,SOFT,5,1,274.0,1,0,1
2019,6,fp1,kubica,6,1,91.794,24.188,41.681,25.925,SOFT,6,1,260.0,0,0,1
2019,6,fp1,kubica,7,1,85.084,21.097,38.419,25.568,SOFT,7,1,276.0,0,0,1
2019,6,fp1,kubica,8,1,78.168,20.71,36.201,21.257,SOFT,8,1,277.0,0,0,1
2019,6,fp1,kubica,9,1,77.02,20.358,35.802,20.86,SOFT,9,1,279.0,1,0,1
2019,6,fp1,kubica,10,1,93.403,22.087,47.006,24.31,SOFT,10,1,170.0,0,0,1
2019,6,fp1,kubica,11,1,77.439,20.734,35.997,20.708,SOFT,11,1,274.0,0,0,1
2019,6,fp1,kubica,12,1,76.398,20.123,35.616,20.659,SOFT,12,1,276.0,1,0,1
2019,6,fp1,kubica,13,1,86.287,23.161,39.867,23.259,SOFT,13,1,263.0,0,0,1
2019,6,fp1,kubica,14,1,79.471,20.201,35.72,23.55,SOFT,14,1,277.0,0,0,1
2019,6,fp1,kubica,15,1,108.38,20.649,40.456,47.275,SOFT,15,1,259.0,0,0,0
2019,6,fp1,kubica,16,2,,27.596,43.283,,SOFT,16,0,248.0,0,0,0
2019,6,fp1,kubica,17,3,90.648,28.553,39.52,22.575,SOFT,1,1,262.0,0,0,0
2019,6,fp1,kubica,18,3,82.896,22.276,38.822,21.798,SOFT,2,1,272.0,0,0,1
2019,6,fp1,kubica,19,3,75.914,20.288,35.235,20.391,SOFT,3,1,274.0,1,0,1
2019,6,fp1,kubica,20,3,75.949,20.096,35.236,20.617,SOFT,4,1,275.0,0,0,1
2019,6,fp1,kubica,21,3,91.119,25.564,43.466,22.089,SOFT,5,1,260.0,0,0,1
2019,6,fp1,kubica,22,3,75.514,19.992,35.231,20.291,SOFT,6,1,274.0,1,0,1
2019,6,fp1,kubica,23,3,86.566,25.123,39.411,22.032,SOFT,7,1,259.0,0,0,1
2019,6,fp1,kubica,24,3,,32.501,53.764,,SOFT,8,1,143.0,0,0,0
2019,6,fp1,giovinazzi,1,1,,29.253,44.13,,SOFT,1,1,251.0,0,0,0
2019,6,fp1,giovinazzi,2,2,89.792,26.141,40.379,23.272,SOFT,2,0,272.0,0,0,0
2019,6,fp1,giovinazzi,3,2,79.337,21.297,36.591,21.449,SOFT,3,0,277.0,1,0,1
2019,6,fp1,giovinazzi,4,2,77.691,20.774,36.252,20.665,SOFT,4,0,280.0,1,0,1
2019,6,fp1,giovinazzi,5,2,75.932,20.071,35.493,20.368,SOFT,5,0,279.0,1,0,1
2019,6,fp1,giovinazzi,6,2,75.74,20.104,35.41,20.226,SOFT,6,0,278.0,1,0,1
2019,6,fp1,giovinazzi,7,2,75.305,19.902,35.315,20.088,SOFT,7,0,277.0,1,0,1
2019,6,fp1,giovinazzi,8,2,75.422,19.698,35.497,20.227,SOFT,8,0,278.0,0,0,1
2019,6,fp1,giovinazzi,9,2,96.03,27.519,43.525,24.986,SOFT,9,0,256.0,0,0,1
2019,6,fp1,giovinazzi,10,2,77.057,20.074,35.707,21.276,SOFT,10,0,277.0,0,0,1
2019,6,fp1,giovinazzi,11,2,75.638,19.795,35.445,20.398,SOFT,11,0,278.0,0,0,1
2019,6,fp1,giovinazzi,12,2,81.347,19.859,38.757,22.731,SOFT,12,0,275.0,0,0,1
2019,6,fp1,giovinazzi,13,2,96.853,19.794,37.076,39.983,SOFT,13,0,275.0,0,0,0
2019,6,fp1,giovinazzi,14,3,,27.831,41.509,,SOFT,14,0,254.0,0,0,0
2019,6,fp1,giovinazzi,15,4,85.351,25.132,38.412,21.807,SOFT,1,1,270.0,0,0,0
2019,6,fp1,giovinazzi,16,4,73.908,19.717,34.599,19.592,SOFT,2,1,275.0,1,0,1
2019,6,fp1,giovinazzi,17,4,73.437,19.369,34.427,19.641,SOFT,3,1,277.0,1,0,1
2019,6,fp1,giovinazzi,18,4,88.135,25.3,39.674,23.161,SOFT,4,1,257.0,0,0,1
2019,6,fp1,giovinazzi,19,4,73.671,19.376,34.412,19.883,SOFT,5,1,279.0,0,0,1
2019,6,fp1,giovinazzi,20,4,89.76,24.191,42.26,23.309,SOFT,6,1,218.0,0,0,1
2019,6,fp1,giovinazzi,21,4,73.81,19.49,34.575,19.745,SOFT,7,1,278.0,0,0,1
2019,6,fp1,giovinazzi,22,4,85.861,22.875,38.228,24.758,SOFT,8,1,258.0,0,0,1
2019,6,fp1,giovinazzi,23,4,73.666,19.424,34.559,19.683,SOFT,9,1,278.0,0,0,1
2019,6,fp1,giovinazzi,24,4,90.734,23.443,42.163,25.128,SOFT,10,1,258.0,0,0,1
2019,6,fp1,giovinazzi,25,4,,19.503,37.725,,SOFT,11,1,275.0,0,0,0
2019,6,fp1,giovinazzi,26,5,85.33,24.476,37.047,23.807,SOFT,12,0,270.0,0,0,0
2019,6,fp1,giovinazzi,27,5,75.923,20.193,35.36,20.37,SOFT,13,0,275.0,0,0,1
2019,6,fp1,giovinazzi,28,5,76.137,20.324,35.476,20.337,SOFT,14,0,275.0,0,0,1
2019,6,fp1,giovinazzi,29,5,77.329,20.415,36.093,20.821,SOFT,15,0,275.0,0,0,1
2019,6,fp1,giovinazzi,30,5,76.92,20.306,36.073,20.541,SOFT,16,0,276.0,0,0,1
2019,6,fp1,giovinazzi,31,5,77.005,20.133,36.377,20.495,SOFT,17,0,277.0,0,0,1
2019,6,fp1,giovinazzi,32,5,76.92,20.108,36.282,20.53,SOFT,18,0,275.0,0,0,1
2019,6,fp1,giovinazzi,33,5,76.913,20.226,36.093,20.594,SOFT,19,0,276.0,0,0,1
2019,6,fp1,giovinazzi,34,5,79.201,20.181,36.511,22.509,SOFT,20,0,276.0,0,0,1
2019,6,fp1,giovinazzi,35,5,98.045,20.666,36.913,40.466,SOFT,21,0,274.0,0,0,0
2019,6,fp1,giovinazzi,36,6,101.086,23.763,37.729,39.594,SOFT,22,0,275.0,0,0,0
2019,6,fp1,giovinazzi,37,7,84.464,25.572,37.372,21.52,SOFT,23,0,276.0,0,0,0
2019,6,fp1,giovinazzi,38,7,135.168,25.856,44.463,64.849,SOFT,24,0,252.0,0,0,1
2019,6,fp1,giovinazzi,39,7,,27.257,53.704,,SOFT,25,0,145.0,0,0,0
2019,6,fp2,ricciardo,1,1,91.242,26.687,42.26,22.295,HARD,1,1,262.0,0,0,0
2019,6,fp2,ricciardo,2,1,78.253,21.103,36.382,20.768,HARD,2,1,275.0,1,0,1
2019,6,fp2,ricciardo,3,1,76.727,20.45,36.069,20.208,HARD,3,1,278.0,1,0,1
2019,6,fp2,ricciardo,4,1,87.81,21.719,39.754,26.337,HARD,4,1,261.0,0,0,1
2019,6,fp2,ricciardo,5,1,75.402,20.177,35.299,19.926,HARD,5,1,282.0,1,0,1
2019,6,fp2,ricciardo,6,1,92.117,22.53,44.054,25.533,HARD,6,1,239.0,0,0,1
2019,6,fp2,ricciardo,7,1,76.181,20.215,35.539,20.427,HARD,7,1,281.0,0,0,1
2019,6,fp2,ricciardo,8,1,87.151,21.472,41.921,23.758,HARD,8,1,183.0,0,0,1
2019,6,fp2,ricciardo,9,1,75.038,20.0,35.153,19.885,HARD,9,1,277.0,1,0,1
2019,6,fp2,ricciardo,10,1,75.129,19.829,35.276,20.024,HARD,10,1,280.0,0,0,1
2019,6,fp2,ricciardo,11,1,,22.615,41.287,,HARD,11,1,252.0,0,0,0
2019,6,fp2,ricciardo,12,2,92.716,25.757,40.965,25.994,SOFT,1,1,267.0,0,0,0
2019,6,fp2,ricciardo,13,2,74.047,19.649,34.83,19.568,SOFT,2,1,280.0,1,0,1
2019,6,fp2,ricciardo,14,2,86.355,22.45,40.305,23.6,SOFT,3,1,250.0,0,0,1
2019,6,fp2,ricciardo,15,2,73.424,19.345,34.646,19.433,SOFT,4,1,279.0,1,0,1
2019,6,fp2,ricciardo,16,2,73.58,19.27,34.975,19.335,SOFT,5,1,280.0,0,0,1
2019,6,fp2,ricciardo,17,2,90.29,22.842,42.787,24.661,SOFT,6,1,250.0,0,0,1
2019,6,fp2,ricciardo,18,2,73.425,19.268,34.795,19.362,SOFT,7,1,278.0,0,0,1
2019,6,fp2,ricciardo,19,2,73.153,19.041,34.576,19.536,SOFT,8,1,280.0,1,0,1
2019,6,fp2,ricciardo,20,2,93.976,24.868,44.869,24.239,SOFT,9,1,248.0,0,0,1
2019,6,fp2,ricciardo,21,2,81.499,19.76,39.398,22.341,SOFT,10,1,249.0,0,0,1
2019,6,fp2,ricciardo,22,2,72.888,19.192,34.343,19.353,SOFT,11,1,280.0,1,0,1
2019,6,fp2,ricciardo,23,2,,22.192,39.451,,SOFT,12,1,251.0,0,0,0
2019,6,fp2,ricciardo,24,3,89.273,27.911,39.403,21.959,SOFT,13,0,262.0,0,0,0
2019,6,fp2,ricciardo,25,3,77.011,20.395,36.0,20.616,SOFT,14,0,272.0,0,0,1
2019,6,fp2,ricciardo,26,3,77.786,20.448,36.293,21.045,SOFT,15,0,275.0,0,0,1
2019,6,fp2,ricciardo,27,3,77.356,20.467,36.032,20.857,SOFT,16,0,276.0,0,0,1
2019,6,fp2,ricciardo,28,3,76.956,20.378,35.946,20.632,SOFT,17,0,276.0,0,0,1
2019,6,fp2,ricciardo,29,3,76.7,20.169,35.957,20.574,SOFT,18,0,276.0,0,0,1
2019,6,fp2,ricciardo,30,3,76.457,20.121,35.64,20.696,SOFT,19,0,276.0,0,0,1
2019,6,fp2,ricciardo,31,3,78.229,20.632,36.719,20.878,SOFT,20,0,274.0,0,0,1
2019,6,fp2,ricciardo,32,3,76.72,20.094,35.955,20.671,SOFT,21,0,275.0,0,0,1
2019,6,fp2,ricciardo,33,3,76.657,20.133,35.985,20.539,SOFT,22,0,273.0,0,0,1
2019,6,fp2,ricciardo,34,3,82.095,21.553,38.331,22.211,SOFT,23,0,275.0,0,0,1
2019,6,fp2,ricciardo,35,3,80.662,20.507,37.826,22.329,SOFT,24,0,275.0,0,0,1
2019,6,fp2,ricciardo,36,3,76.836,20.037,36.026,20.773,SOFT,25,0,275.0,0,0,1
2019,6,fp2,ricciardo,37,3,81.022,20.753,38.963,21.306,SOFT,26,0,272.0,0,0,1
2019,6,fp2,ricciardo,38,3,76.929,20.348,36.047,20.534,SOFT,27,0,276.0,0,0,1
2019,6,fp2,ricciardo,39,3,77.94,20.176,36.337,21.427,SOFT,28,0,276.0,0,0,1
2019,6,fp2,ricciardo,40,3,87.467,21.686,42.712,23.069,SOFT,29,0,274.0,0,0,1
2019,6,fp2,ricciardo,41,3,76.964,20.4,36.09,20.474,SOFT,30,0,275.0,0,0,1
2019,6,fp2,ricciardo,42,3,76.309,20.084,35.914,20.311,SOFT,31,0,275.0,0,0,1
2019,6,fp2,ricciardo,43,3,79.319,20.147,37.824,21.348,SOFT,32,0,263.0,0,0,1
2019,6,fp2,ricciardo,44,3,77.346,20.231,36.352,20.763,SOFT,33,0,276.0,0,0,1
2019,6,fp2,ricciardo,45,3,95.544,20.286,36.639,38.619,SOFT,34,0,276.0,0,0,0
2019,6,fp2,ricciardo,46,4,90.489,25.054,39.713,25.722,HARD,12,0,277.0,0,0,0
2019,6,fp2,ricciardo,47,4,78.359,21.048,36.284,21.027,HARD,13,0,277.0,0,0,1
2019,6,fp2,ricciardo,48,4,77.643,20.723,36.356,20.564,HARD,14,0,275.0,0,0,1
2019,6,fp2,ricciardo,49,4,78.299,20.246,35.777,22.276,HARD,15,0,275.0,0,0,1
2019,6,fp2,ricciardo,50,4,75.976,20.175,35.642,20.159,HARD,16,0,276.0,0,0,1
2019,6,fp2,ricciardo,51,4,89.534,19.855,42.85,26.829,HARD,17,0,217.0,0,0,1
2019,6,fp2,ricciardo,52,4,126.019,25.783,42.776,57.46,HARD,18,0,246.0,0,0,1
2019,6,fp2,ricciardo,53,4,,25.708,46.009,,HARD,19,0,221.0,0,0,0
2019,6,fp2,norris,1,1,90.515,27.381,40.421,22.713,MEDIUM,1,1,238.0,0,0,0
2019,6,fp2,norris,2,1,76.076,20.366,35.611,20.099,MEDIUM,2,1,278.0,1,0,1
2019,6,fp2,norris,3,1,74.9,19.787,35.172,19.941,MEDIUM,3,1,282.0,1,0,1
2019,6,fp2,norris,4,1,74.307,19.639,34.936,19.732,MEDIUM,4,1,283.0,1,0,1
2019,6,fp2,norris,5,1,87.855,22.922,42.542,22.391,MEDIUM,5,1,221.0,0,0,1
2019,6,fp2,norris,6,1,73.882,19.529,34.649,19.704,MEDIUM,6,1,283.0,1,0,1
2019,6,fp2,norris,7,1,,21.803,40.871,,MEDIUM,7,1,258.0,0,0,0
2019,6,fp2,norris,8,2,85.666,25.272,38.284,22.11,SOFT,1,1,250.0,0,0,0
2019,6,fp2,norris,9,2,73.113,19.319,34.333,19.461,SOFT,2,1,283.0,1,0,1
2019,6,fp2,norris,10,2,85.579,21.988,41.09,22.501,SOFT,3,1,232.0,0,0,1
2019,6,fp2,norris,11,2,73.042,19.364,34.264,19.414,SOFT,4,1,281.0,1,0,1
2019,6,fp2,norris,12,2,133.058,23.282,42.198,67.578,SOFT,5,1,245.0,0,0,0
2019,6,fp2,norris,13,3,90.889,24.42,40.632,25.837,SOFT,6,0,233.0,0,0,0
2019,6,fp2,norris,14,3,73.104,19.49,34.122,19.492,SOFT,7,0,279.0,0,0,1
2019,6,fp2,norris,15,3,89.018,23.168,42.256,23.594,SOFT,8,0,226.0,0,0,1
2019,6,fp2,norris,16,3,72.667,19.219,34.117,19.331,SOFT,9,0,282.0,1,0,1
2019,6,fp2,norris,17,3,,21.759,38.238,,SOFT,10,0,251.0,0,0,0
2019,6,fp2,norris,18,4,86.111,24.956,38.461,22.694,SOFT,1,1,237.0,0,0,0
2019,6,fp2,norris,19,4,72.393,19.135,34.036,19.222,SOFT,2,1,282.0,1,0,1
2019,6,fp2,norris,20,4,92.423,23.648,44.996,23.779,SOFT,3,1,248.0,0,0,1
2019,6,fp2,norris,21,4,,19.13,34.859,,SOFT,4,1,282.0,0,0,0
2019,6,fp2,norris,22,5,87.312,27.573,37.202,22.537,SOFT,11,0,270.0,0,0,0
2019,6,fp2,norris,23,5,78.872,20.347,35.776,22.749,SOFT,12,0,282.0,0,0,1
2019,6,fp2,norris,24,5,75.791,20.019,35.485,20.287,SOFT,13,0,281.0,0,0,1
2019,6,fp2,norris,25,5,75.995,19.877,35.48,20.638,SOFT,14,0,282.0,0,0,1
2019,6,fp2,norris,26,5,144.792,24.461,46.411,73.92,SOFT,15,0,236.0,0,0,1
2019,6,fp2,norris,27,5,,29.521,47.905,,SOFT,16,0,211.0,0,0,0
2019,6,fp2,vettel,1,1,90.151,26.114,41.372,22.665,SOFT,1,1,269.0,0,0,0
2019,6,fp2,vettel,2,1,73.582,19.582,34.414,19.586,SOFT,2,1,284.0,1,0,1
2019,6,fp2,vettel,3,1,72.982,19.236,34.228,19.518,SOFT,3,1,286.0,1,0,1
2019,6,fp2,vettel,4,1,94.43,25.769,42.368,26.293,SOFT,4,1,250.0,0,0,1
2019,6,fp2,vettel,5,1,73.233,19.254,34.269,19.71,SOFT,5,1,283.0,0,0,1
2019,6,fp2,vettel,6,1,96.607,27.744,44.814,24.049,SOFT,6,1,252.0,0,0,1
2019,6,fp2,vettel,7,1,81.463,19.023,39.472,22.968,SOFT,7,1,252.0,0,0,1
2019,6,fp2,vettel,8,1,72.73,19.097,34.099,19.534,SOFT,8,1,281.0,1,0,1
2019,6,fp2,vettel,9,1,88.247,26.401,40.041,21.805,SOFT,9,1,250.0,0,0,1
2019,6,fp2,vettel,10,1,72.586,19.001,34.125,19.46,SOFT,10,1,280.0,1,0,1
2019,6,fp2,vettel,11,1,,21.498,38.473,,SOFT,11,1,252.0,0,0,0
2019,6,fp2,vettel,12,2,82.686,24.396,36.911,21.379,SOFT,1,1,269.0,0,0,0
2019,6,fp2,vettel,13,2,71.881,18.863,33.779,19.239,SOFT,2,1,285.0,1,0,1
2019,6,fp2,vettel,14,2,86.478,20.79,39.331,26.357,SOFT,3,1,255.0,0,0,1
2019,6,fp2,vettel,15,2,80.475,18.786,38.847,22.842,SOFT,4,1,253.0,0,0,1
2019,6,fp2,vettel,16,2,82.091,18.797,39.15,24.144,SOFT,5,1,250.0,0,0,1
2019,6,fp2,vettel,17,2,78.755,20.327,37.339,21.089,SOFT,6,1,253.0,0,0,1
2019,6,fp2,vettel,18,2,72.57,18.862,34.225,19.483,SOFT,7,1,285.0,0,0,1
2019,6,fp2,vettel,19,2,93.367,25.542,45.492,22.333,SOFT,8,1,249.0,0,0,1
2019,6,fp2,vettel,20,2,72.64,19.038,34.222,19.38,SOFT,9,1,284.0,0,0,1
2019,6,fp2,vettel,21,2,88.833,21.65,45.228,21.955,SOFT,10,1,167.0,0,0,1
2019,6,fp2,vettel,22,2,97.917,18.896,34.214,44.807,SOFT,11,1,282.0,0,0,0
2019,6,fp2,vettel,23,3,,23.231,38.576,,SOFT,12,0,251.0,0,0,0
2019,6,fp2,vettel,24,4,121.594,25.292,39.086,57.216,SOFT,12,0,242.0,0,0,0
2019,6,fp2,vettel,25,5,81.512,24.055,36.732,20.725,SOFT,13,0,279.0,0,0,0
2019,6,fp2,vettel,26,5,76.075,20.099,35.608,20.368,SOFT,14,0,277.0,0,0,1
2019,6,fp2,vettel,27,5,116.276,39.724,37.181,39.371,SOFT,15,0,275.0,0,0,0
2019,6,fp2,vettel,28,6,81.265,23.733,36.726,20.806,SOFT,13,0,275.0,0,0,0
2019,6,fp2,vettel,29,6,76.327,20.282,35.685,20.36,SOFT,14,0,277.0,0,0,1
2019,6,fp2,vettel,30,6,75.962,20.03,35.566,20.366,SOFT,15,0,278.0,0,0,1
2019,6,fp2,vettel,31,6,76.082,19.882,35.714,20.486,SOFT,16,0,279.0,0,0,1
2019,6,fp2,vettel,32,6,76.504,19.947,36.023,20.534,SOFT,17,0,278.0,0,0,1
2019,6,fp2,vettel,33,6,76.701,19.998,36.085,20.618,SOFT,18,0,278.0,0,0,1
2019,6,fp2,vettel,34,6,80.949,20.16,36.506,24.283,SOFT,19,0,279.0,0,0,1
2019,6,fp2,vettel,35,6,77.771,20.359,36.57,20.842,SOFT,20,0,276.0,0,0,1
2019,6,fp2,vettel,36,6,77.651,20.158,36.48,21.013,SOFT,21,0,276.0,0,0,1
2019,6,fp2,vettel,37,6,77.657,20.314,36.38,20.963,SOFT,22,0,276.0,0,0,1
2019,6,fp2,vettel,38,6,78.482,20.357,36.783,21.342,SOFT,23,0,277.0,0,0,1
2019,6,fp2,vettel,39,6,77.957,20.396,36.58,20.981,SOFT,24,0,278.0,0,0,1
2019,6,fp2,vettel,40,6,78.184,20.528,36.739,20.917,SOFT,25,0,277.0,0,0,1
2019,6,fp2,vettel,41,6,134.139,26.42,46.941,60.778,SOFT,26,0,207.0,0,0,1
2019,6,fp2,vettel,42,6,,26.706,41.969,,SOFT,27,0,238.0,0,0,0
2019,6,fp2,raikkonen,1,1,92.597,26.975,40.416,25.206,MEDIUM,1,1,268.0,0,0,0
2019,6,fp2,raikkonen,2,1,75.856,20.356,35.485,20.015,MEDIUM,2,1,281.0,1,0,1
2019,6,fp2,raikkonen,3,1,73.905,19.637,34.547,19.721,MEDIUM,3,1,283.0,1,0,1
2019,6,fp2,raikkonen,4,1,88.87,23.747,41.613,23.51,MEDIUM,4,1,255.0,0,0,1
2019,6,fp2,raikkonen,5,1,73.973,19.551,34.686,19.736,MEDIUM,5,1,282.0,0,0,1
2019,6,fp2,raikkonen,6,1,83.736,22.783,39.113,21.84,MEDIUM,6,1,259.0,0,0,1
2019,6,fp2,raikkonen,7,1,73.633,19.51,34.343,19.78,MEDIUM,7,1,286.0,1,0,1
2019,6,fp2,raikkonen,8,1,89.74,21.859,42.459,25.422,MEDIUM,8,1,243.0,0,0,1
2019,6,fp2,raikkonen,9,1,75.59,19.672,35.296,20.622,MEDIUM,9,1,285.0,0,0,1
2019,6,fp2,raikkonen,10,1,73.627,19.351,34.695,19.581,MEDIUM,10,1,283.0,1,0,1
2019,6,fp2,raikkonen,11,1,,22.542,39.125,,MEDIUM,11,1,255.0,0,0,0
2019,6,fp2,raikkonen,12,2,88.771,25.218,40.888,22.665,SOFT,1,1,272.0,0,0,0
2019,6,fp2,raikkonen,13,2,72.52,19.196,34.068,19.256,SOFT,2,1,281.0,1,0,1
2019,6,fp2,raikkonen,14,2,87.567,21.955,41.822,23.79,SOFT,3,1,238.0,0,0,1
2019,6,fp2,raikkonen,15,2,72.395,19.145,34.014,19.236,SOFT,4,1,281.0,1,0,1
2019,6,fp2,raikkonen,16,2,91.343,24.491,43.349,23.503,SOFT,5,1,255.0,0,0,1
2019,6,fp2,raikkonen,17,2,72.697,19.193,34.161,19.343,SOFT,6,1,285.0,0,0,1
2019,6,fp2,raikkonen,18,2,92.354,25.581,44.369,22.404,SOFT,7,1,251.0,0,0,1
2019,6,fp2,raikkonen,19,2,88.104,23.027,41.603,23.474,SOFT,8,1,258.0,0,0,1
2019,6,fp2,raikkonen,20,2,72.342,19.044,33.96,19.338,SOFT,9,1,283.0,1,0,1
2019,6,fp2,raikkonen,21,2,89.109,22.148,40.81,26.151,SOFT,10,1,260.0,0,0,1
2019,6,fp2,raikkonen,22,2,72.68,19.205,33.986,19.489,SOFT,11,1,285.0,0,0,1
2019,6,fp2,raikkonen,23,2,,22.638,39.503,,SOFT,12,1,259.0,0,0,0
2019,6,fp2,raikkonen,24,3,80.435,23.04,36.407,20.988,SOFT,13,0,269.0,0,0,0
2019,6,fp2,raikkonen,25,3,75.796,19.969,35.558,20.269,SOFT,14,0,276.0,0,0,1
2019,6,fp2,raikkonen,26,3,76.071,20.051,35.541,20.479,SOFT,15,0,280.0,0,0,1
2019,6,fp2,raikkonen,27,3,76.626,20.228,35.663,20.735,SOFT,16,0,279.0,0,0,1
2019,6,fp2,raikkonen,28,3,78.862,20.361,37.129,21.372,SOFT,17,0,275.0,0,0,1
2019,6,fp2,raikkonen,29,3,84.053,21.024,39.413,23.616,SOFT,18,0,278.0,0,0,1
2019,6,fp2,raikkonen,30,3,76.417,20.176,35.828,20.413,SOFT,19,0,277.0,0,0,1
2019,6,fp2,raikkonen,31,3,76.674,20.135,36.026,20.513,SOFT,20,0,277.0,0,0,1
2019,6,fp2,raikkonen,32,3,78.157,20.151,36.182,21.824,SOFT,21,0,280.0,0,0,1
2019,6,fp2,raikkonen,33,3,89.053,21.786,44.14,23.127,SOFT,22,0,271.0,0,0,1
2019,6,fp2,raikkonen,34,3,76.695,20.279,35.928,20.488,SOFT,23,0,279.0,0,0,1
2019,6,fp2,raikkonen,35,3,76.276,20.124,35.586,20.566,SOFT,24,0,279.0,0,0,1
2019,6,fp2,raikkonen,36,3,76.578,20.155,35.868,20.555,SOFT,25,0,279.0,0,0,1
2019,6,fp2,raikkonen,37,3,77.136,20.204,36.096,20.836,SOFT,26,0,280.0,0,0,1
2019,6,fp2,raikkonen,38,3,79.975,20.401,38.516,21.058,SOFT,27,0,278.0,0,0,1
2019,6,fp2,raikkonen,39,3,76.997,20.163,36.271,20.563,SOFT,28,0,279.0,0,0,1
2019,6,fp2,raikkonen,40,3,76.94,20.095,36.277,20.568,SOFT,29,0,279.0,0,0,1
2019,6,fp2,raikkonen,41,3,77.741,20.192,36.466,21.083,SOFT,30,0,280.0,0,0,1
2019,6,fp2,raikkonen,42,3,99.901,21.433,38.017,40.451,SOFT,31,0,279.0,0,0,0
2019,6,fp2,raikkonen,43,4,84.224,23.455,36.92,23.849,MEDIUM,12,0,280.0,0,0,0
2019,6,fp2,raikkonen,44,4,78.414,20.464,36.762,21.188,MEDIUM,13,0,280.0,0,0,1
